"","Iteration","Chain","Parameter","value"
"120",120,1,"alpha",0.0518489673179201
"121",121,1,"alpha",0.0518489673179201
"122",122,1,"alpha",0.0518489673179201
"123",123,1,"alpha",0.0518489673179201
"124",124,1,"alpha",0.0518489673179201
"125",125,1,"alpha",0.0518489673179201
"126",126,1,"alpha",0.0518489673179201
"127",127,1,"alpha",0.0518489673179201
"128",128,1,"alpha",0.0518489673179201
"129",129,1,"alpha",0.0518489673179201
"130",130,1,"alpha",0.0518489673179201
"131",131,1,"alpha",0.0518489673179201
"132",132,1,"alpha",0.0518489673179201
"133",133,1,"alpha",0.0518489673179201
"134",134,1,"alpha",0.0518489673179201
"135",135,1,"alpha",0.0518489673179201
"136",136,1,"alpha",0.0518489673179201
"137",137,1,"alpha",0.0518489673179201
"138",138,1,"alpha",0.0518489673179201
"139",139,1,"alpha",0.0518489673179201
"140",140,1,"alpha",0.0518489673179201
"141",141,1,"alpha",0.0518489673179201
"142",142,1,"alpha",0.0518489673179201
"143",143,1,"alpha",0.0518489673179201
"144",144,1,"alpha",0.0518489673179201
"145",145,1,"alpha",0.0518489673179201
"146",146,1,"alpha",0.0518489673179201
"147",147,1,"alpha",0.0518489673179201
"148",148,1,"alpha",0.0518489673179201
"149",149,1,"alpha",0.0518489673179201
"150",150,1,"alpha",0.0518489673179201
"151",151,1,"alpha",0.0518489673179201
"152",152,1,"alpha",0.0518489673179201
"153",153,1,"alpha",0.0518489673179201
"154",154,1,"alpha",0.0518489673179201
"155",155,1,"alpha",0.0518489673179201
"156",156,1,"alpha",0.0518489673179201
"157",157,1,"alpha",0.0518489673179201
"158",158,1,"alpha",0.0518489673179201
"159",159,1,"alpha",0.0518489673179201
"160",160,1,"alpha",0.0518489673179201
"161",161,1,"alpha",0.0518489673179201
"162",162,1,"alpha",0.0518489673179201
"163",163,1,"alpha",0.0518489673179201
"164",164,1,"alpha",0.0518489673179201
"165",165,1,"alpha",0.0518489673179201
"166",166,1,"alpha",0.0518489673179201
"167",167,1,"alpha",0.0518489673179201
"168",168,1,"alpha",0.0518489673179201
"169",169,1,"alpha",0.0518489673179201
"170",170,1,"alpha",0.0518489673179201
"171",171,1,"alpha",0.0518489673179201
"172",172,1,"alpha",0.0518489673179201
"173",173,1,"alpha",0.0518489673179201
"174",174,1,"alpha",0.0518489673179201
"175",175,1,"alpha",0.0518489673179201
"176",176,1,"alpha",0.0518489673179201
"177",177,1,"alpha",0.0518489673179201
"178",178,1,"alpha",0.0518489673179201
"179",179,1,"alpha",0.0518489673179201
"180",180,1,"alpha",0.0518489673179201
"181",181,1,"alpha",0.0518489673179201
"182",182,1,"alpha",0.0518489673179201
"183",183,1,"alpha",0.0518489673179201
"184",184,1,"alpha",0.0518489673179201
"185",185,1,"alpha",0.0518489673179201
"186",186,1,"alpha",0.0518489673179201
"187",187,1,"alpha",0.0518489673179201
"188",188,1,"alpha",0.0518489673179201
"189",189,1,"alpha",0.0518489673179201
"190",190,1,"alpha",0.0518489673179201
"191",191,1,"alpha",0.0518489673179201
"192",192,1,"alpha",0.0518489673179201
"193",193,1,"alpha",0.0518489673179201
"194",194,1,"alpha",0.0518489673179201
"195",195,1,"alpha",0.0518489673179201
"196",196,1,"alpha",0.0518489673179201
"197",197,1,"alpha",0.0518489673179201
"198",198,1,"alpha",0.0518489673179201
"199",199,1,"alpha",0.0518489673179201
"200",200,1,"alpha",0.0518489673179201
"201",201,1,"alpha",0.0518489673179201
"202",202,1,"alpha",0.0518489673179201
"203",203,1,"alpha",0.0518489673179201
"204",204,1,"alpha",0.0518489673179201
"205",205,1,"alpha",0.0518489673179201
"206",206,1,"alpha",0.0518489673179201
"207",207,1,"alpha",0.0518489673179201
"208",208,1,"alpha",0.0518489673179201
"209",209,1,"alpha",0.0518489673179201
"210",210,1,"alpha",0.0518489673179201
"211",211,1,"alpha",0.0518489673179201
"212",212,1,"alpha",0.0518489673179201
"213",213,1,"alpha",0.0518489673179201
"214",214,1,"alpha",0.0518489673179201
"215",215,1,"alpha",0.0518489673179201
"216",216,1,"alpha",0.0518489673179201
"217",217,1,"alpha",0.0518489673179201
"218",218,1,"alpha",0.0518489673179201
"219",219,1,"alpha",0.0518489673179201
"220",220,1,"alpha",0.0518489673179201
"221",221,1,"alpha",0.0518489673179201
"222",222,1,"alpha",0.0518489673179201
"223",223,1,"alpha",0.0518489673179201
"224",224,1,"alpha",0.0518489673179201
"225",225,1,"alpha",0.0518489673179201
"226",226,1,"alpha",0.0518489673179201
"227",227,1,"alpha",0.0518489673179201
"228",228,1,"alpha",0.0518489673179201
"229",229,1,"alpha",0.0518489673179201
"230",230,1,"alpha",0.0518489673179201
"231",231,1,"alpha",0.0518489673179201
"232",232,1,"alpha",0.0518489673179201
"233",233,1,"alpha",0.0518489673179201
"234",234,1,"alpha",0.0518489673179201
"235",235,1,"alpha",0.0518489673179201
"236",236,1,"alpha",0.0518489673179201
"237",237,1,"alpha",0.0518489673179201
"238",238,1,"alpha",0.0518489673179201
"239",239,1,"alpha",0.0518489673179201
"240",240,1,"alpha",0.0518489673179201
"241",241,1,"alpha",0.0518489673179201
"242",242,1,"alpha",0.0518489673179201
"243",243,1,"alpha",0.0518489673179201
"244",244,1,"alpha",0.0518489673179201
"245",245,1,"alpha",0.0518489673179201
"246",246,1,"alpha",0.0518489673179201
"247",247,1,"alpha",0.0518489673179201
"248",248,1,"alpha",0.0518489673179201
"249",249,1,"alpha",0.0518489673179201
"250",250,1,"alpha",0.0518489673179201
"251",251,1,"alpha",0.0518489673179201
"252",252,1,"alpha",0.0518489673179201
"253",253,1,"alpha",0.0518489673179201
"254",254,1,"alpha",0.0518489673179201
"255",255,1,"alpha",0.0518489673179201
"256",256,1,"alpha",0.0518489673179201
"257",257,1,"alpha",0.0518489673179201
"258",258,1,"alpha",0.0518489673179201
"259",259,1,"alpha",0.0518489673179201
"260",260,1,"alpha",0.0518489673179201
"261",261,1,"alpha",0.0518489673179201
"262",262,1,"alpha",0.0518489673179201
"263",263,1,"alpha",0.0518489673179201
"264",264,1,"alpha",0.0518489673179201
"265",265,1,"alpha",0.0518489673179201
"266",266,1,"alpha",0.0518489673179201
"267",267,1,"alpha",0.0518489673179201
"268",268,1,"alpha",0.0518489673179201
"269",269,1,"alpha",0.0518489673179201
"270",270,1,"alpha",0.0518489673179201
"271",271,1,"alpha",0.0518489673179201
"272",272,1,"alpha",0.0518489673179201
"273",273,1,"alpha",0.0518489673179201
"274",274,1,"alpha",0.0518489673179201
"275",275,1,"alpha",0.0518489673179201
"276",276,1,"alpha",0.0518489673179201
"277",277,1,"alpha",0.0518489673179201
"278",278,1,"alpha",0.0518489673179201
"279",279,1,"alpha",0.0518489673179201
"280",280,1,"alpha",0.0518489673179201
"281",281,1,"alpha",0.0518489673179201
"282",282,1,"alpha",0.0518489673179201
"283",283,1,"alpha",0.0518489673179201
"284",284,1,"alpha",0.0518489673179201
"285",285,1,"alpha",0.0518489673179201
"286",286,1,"alpha",0.0518489673179201
"287",287,1,"alpha",0.0518489673179201
"288",288,1,"alpha",0.0518489673179201
"289",289,1,"alpha",0.0518489673179201
"290",290,1,"alpha",0.0518489673179201
"291",291,1,"alpha",0.0518489673179201
"292",292,1,"alpha",0.0518489673179201
"293",293,1,"alpha",0.0518489673179201
"294",294,1,"alpha",0.0518489673179201
"295",295,1,"alpha",0.0518489673179201
"296",296,1,"alpha",0.0518489673179201
"297",297,1,"alpha",0.0518489673179201
"298",298,1,"alpha",0.0518489673179201
"299",299,1,"alpha",0.0518489673179201
"300",300,1,"alpha",0.0518489673179201
"301",301,1,"alpha",0.0518489673179201
"302",302,1,"alpha",0.0518489673179201
"303",303,1,"alpha",0.0518489673179201
"304",304,1,"alpha",0.0518489673179201
"305",305,1,"alpha",0.0518489673179201
"306",306,1,"alpha",0.0518489673179201
"307",307,1,"alpha",0.0518489673179201
"308",308,1,"alpha",0.0518489673179201
"309",309,1,"alpha",0.0518489673179201
"310",310,1,"alpha",0.0518489673179201
"311",311,1,"alpha",0.0518489673179201
"312",312,1,"alpha",0.0518489673179201
"313",313,1,"alpha",0.0518489673179201
"314",314,1,"alpha",0.0518489673179201
"315",315,1,"alpha",0.0518489673179201
"316",316,1,"alpha",0.0518489673179201
"317",317,1,"alpha",0.0518489673179201
"318",318,1,"alpha",0.0518489673179201
"319",319,1,"alpha",0.0518489673179201
"320",320,1,"alpha",0.0518489673179201
"321",321,1,"alpha",0.0518489673179201
"322",322,1,"alpha",0.0518489673179201
"323",323,1,"alpha",0.0518489673179201
"324",324,1,"alpha",0.0518489673179201
"325",325,1,"alpha",0.0518489673179201
"326",326,1,"alpha",0.0518489673179201
"327",327,1,"alpha",0.0518489673179201
"328",328,1,"alpha",0.0518489673179201
"329",329,1,"alpha",0.0518489673179201
"330",330,1,"alpha",0.0518489673179201
"331",331,1,"alpha",0.0518489673179201
"332",332,1,"alpha",0.0518489673179201
"333",333,1,"alpha",0.0518489673179201
"334",334,1,"alpha",0.0518489673179201
"335",335,1,"alpha",0.0518489673179201
"336",336,1,"alpha",0.0518489673179201
"337",337,1,"alpha",0.0518489673179201
"338",338,1,"alpha",0.0518489673179201
"339",339,1,"alpha",0.0518489673179201
"340",340,1,"alpha",0.0518489673179201
"341",341,1,"alpha",0.0518489673179201
"342",342,1,"alpha",0.0518489673179201
"343",343,1,"alpha",0.0518489673179201
"344",344,1,"alpha",0.0518489673179201
"345",345,1,"alpha",0.0518489673179201
"346",346,1,"alpha",0.0518489673179201
"347",347,1,"alpha",0.0518489673179201
"348",348,1,"alpha",0.0518489673179201
"349",349,1,"alpha",0.0518489673179201
"350",350,1,"alpha",0.0518489673179201
"351",351,1,"alpha",0.0518489673179201
"352",352,1,"alpha",0.0518489673179201
"353",353,1,"alpha",0.0518489673179201
"354",354,1,"alpha",0.0518489673179201
"355",355,1,"alpha",0.0518489673179201
"356",356,1,"alpha",0.0518489673179201
"357",357,1,"alpha",0.0518489673179201
"358",358,1,"alpha",0.0518489673179201
"359",359,1,"alpha",0.0518489673179201
"360",360,1,"alpha",0.0518489673179201
"361",361,1,"alpha",0.0518489673179201
"362",362,1,"alpha",0.0518489673179201
"363",363,1,"alpha",0.0518489673179201
"364",364,1,"alpha",0.0518489673179201
"365",365,1,"alpha",0.0518489673179201
"366",366,1,"alpha",0.0518489673179201
"367",367,1,"alpha",0.0518489673179201
"368",368,1,"alpha",0.0518489673179201
"369",369,1,"alpha",0.0518489673179201
"370",370,1,"alpha",0.0518489673179201
"371",371,1,"alpha",0.0518489673179201
"372",372,1,"alpha",0.0518489673179201
"373",373,1,"alpha",0.0518489673179201
"374",374,1,"alpha",0.0518489673179201
"375",375,1,"alpha",0.0518489673179201
"376",376,1,"alpha",0.0518489673179201
"377",377,1,"alpha",0.0518489673179201
"378",378,1,"alpha",0.0518489673179201
"379",379,1,"alpha",0.0518489673179201
"380",380,1,"alpha",0.0518489673179201
"381",381,1,"alpha",0.0518489673179201
"382",382,1,"alpha",0.0518489673179201
"383",383,1,"alpha",0.0518489673179201
"384",384,1,"alpha",0.0518489673179201
"385",385,1,"alpha",0.0518489673179201
"386",386,1,"alpha",0.0518489673179201
"387",387,1,"alpha",0.0518489673179201
"388",388,1,"alpha",0.0518489673179201
"389",389,1,"alpha",0.0518489673179201
"390",390,1,"alpha",0.0518489673179201
"391",391,1,"alpha",0.0518489673179201
"392",392,1,"alpha",0.0518489673179201
"393",393,1,"alpha",0.0518489673179201
"394",394,1,"alpha",0.0518489673179201
"395",395,1,"alpha",0.0518489673179201
"396",396,1,"alpha",0.0518489673179201
"397",397,1,"alpha",0.0518489673179201
"398",398,1,"alpha",0.0518489673179201
"399",399,1,"alpha",0.0518489673179201
"400",400,1,"alpha",0.0518489673179201
"401",401,1,"alpha",0.0518489673179201
"402",402,1,"alpha",0.0518489673179201
"403",403,1,"alpha",0.0518489673179201
"404",404,1,"alpha",0.0518489673179201
"405",405,1,"alpha",0.0518489673179201
"406",406,1,"alpha",0.0518489673179201
"407",407,1,"alpha",0.0518489673179201
"408",408,1,"alpha",0.0518489673179201
"409",409,1,"alpha",0.0518489673179201
"410",410,1,"alpha",0.0518489673179201
"411",411,1,"alpha",0.0518489673179201
"412",412,1,"alpha",0.0518489673179201
"413",413,1,"alpha",0.0518489673179201
"414",414,1,"alpha",0.0518489673179201
"415",415,1,"alpha",0.0518489673179201
"416",416,1,"alpha",0.0518489673179201
"417",417,1,"alpha",0.0518489673179201
"418",418,1,"alpha",0.0518489673179201
"419",419,1,"alpha",0.0518489673179201
"420",420,1,"alpha",0.0518489673179201
"421",421,1,"alpha",0.0518489673179201
"422",422,1,"alpha",0.0518489673179201
"423",423,1,"alpha",0.0518489673179201
"424",424,1,"alpha",0.0518489673179201
"425",425,1,"alpha",0.0518489673179201
"426",426,1,"alpha",0.0518489673179201
"427",427,1,"alpha",0.0518489673179201
"428",428,1,"alpha",0.0518489673179201
"429",429,1,"alpha",0.0518489673179201
"430",430,1,"alpha",0.0518489673179201
"431",431,1,"alpha",0.0518489673179201
"432",432,1,"alpha",0.0518489673179201
"433",433,1,"alpha",0.0518489673179201
"434",434,1,"alpha",0.0518489673179201
"435",435,1,"alpha",0.0518489673179201
"436",436,1,"alpha",0.0518489673179201
"437",437,1,"alpha",0.0518489673179201
"438",438,1,"alpha",0.0518489673179201
"439",439,1,"alpha",0.0518489673179201
"440",440,1,"alpha",0.0518489673179201
"441",441,1,"alpha",0.0518489673179201
"442",442,1,"alpha",0.0518489673179201
"443",443,1,"alpha",0.0518489673179201
"444",444,1,"alpha",0.0518489673179201
"445",445,1,"alpha",0.0518489673179201
"446",446,1,"alpha",0.0518489673179201
"447",447,1,"alpha",0.0518489673179201
"448",448,1,"alpha",0.0518489673179201
"449",449,1,"alpha",0.0518489673179201
"450",450,1,"alpha",0.0518489673179201
"451",451,1,"alpha",0.0518489673179201
"452",452,1,"alpha",0.0518489673179201
"453",453,1,"alpha",0.0518489673179201
"454",454,1,"alpha",0.0518489673179201
"455",455,1,"alpha",0.0518489673179201
"456",456,1,"alpha",0.0518489673179201
"457",457,1,"alpha",0.0518489673179201
"458",458,1,"alpha",0.0518489673179201
"459",459,1,"alpha",0.0518489673179201
"460",460,1,"alpha",0.0518489673179201
"461",461,1,"alpha",0.0518489673179201
"462",462,1,"alpha",0.0518489673179201
"463",463,1,"alpha",0.0518489673179201
"464",464,1,"alpha",0.0518489673179201
"465",465,1,"alpha",0.0518489673179201
"466",466,1,"alpha",0.0518489673179201
"467",467,1,"alpha",0.0518489673179201
"468",468,1,"alpha",0.0518489673179201
"469",469,1,"alpha",0.0518489673179201
"470",470,1,"alpha",0.0518489673179201
"471",471,1,"alpha",0.0518489673179201
"472",472,1,"alpha",0.0518489673179201
"473",473,1,"alpha",0.0518489673179201
"474",474,1,"alpha",0.0518489673179201
"475",475,1,"alpha",0.0518489673179201
"476",476,1,"alpha",0.0518489673179201
"477",477,1,"alpha",0.0518489673179201
"478",478,1,"alpha",0.0518489673179201
"479",479,1,"alpha",0.0518489673179201
"480",480,1,"alpha",0.0518489673179201
"481",481,1,"alpha",0.0518489673179201
"482",482,1,"alpha",0.0518489673179201
"483",483,1,"alpha",0.0518489673179201
"484",484,1,"alpha",0.0518489673179201
"485",485,1,"alpha",0.0518489673179201
"486",486,1,"alpha",0.0518489673179201
"487",487,1,"alpha",0.0518489673179201
"488",488,1,"alpha",0.0518489673179201
"489",489,1,"alpha",0.0518489673179201
"490",490,1,"alpha",0.0518489673179201
"491",491,1,"alpha",0.0518489673179201
"492",492,1,"alpha",0.0518489673179201
"493",493,1,"alpha",0.0518489673179201
"494",494,1,"alpha",0.0518489673179201
"495",495,1,"alpha",0.0518489673179201
"496",496,1,"alpha",0.0518489673179201
"497",497,1,"alpha",0.0518489673179201
"498",498,1,"alpha",0.0518489673179201
"499",499,1,"alpha",0.0518489673179201
"500",500,1,"alpha",0.0518489673179201
"501",501,1,"alpha",0.0518489673179201
"502",502,1,"alpha",0.0518489673179201
"503",503,1,"alpha",0.0518489673179201
"504",504,1,"alpha",0.0518489673179201
"505",505,1,"alpha",0.0518489673179201
"506",506,1,"alpha",0.0518489673179201
"507",507,1,"alpha",0.0518489673179201
"508",508,1,"alpha",0.0518489673179201
"509",509,1,"alpha",0.0518489673179201
"510",510,1,"alpha",0.0518489673179201
"511",511,1,"alpha",0.0518489673179201
"512",512,1,"alpha",0.0518489673179201
"513",513,1,"alpha",0.0518489673179201
"514",514,1,"alpha",0.0518489673179201
"515",515,1,"alpha",0.0518489673179201
"516",516,1,"alpha",0.0518489673179201
"517",517,1,"alpha",0.0518489673179201
"518",518,1,"alpha",0.0518489673179201
"519",519,1,"alpha",0.0518489673179201
"520",520,1,"alpha",0.0518489673179201
"521",521,1,"alpha",0.0518489673179201
"522",522,1,"alpha",0.0518489673179201
"523",523,1,"alpha",0.0518489673179201
"524",524,1,"alpha",0.0518489673179201
"525",525,1,"alpha",0.0518489673179201
"526",526,1,"alpha",0.0518489673179201
"527",527,1,"alpha",0.0518489673179201
"528",528,1,"alpha",0.0518489673179201
"529",529,1,"alpha",0.0518489673179201
"530",530,1,"alpha",0.0518489673179201
"531",531,1,"alpha",0.0518489673179201
"532",532,1,"alpha",0.0518489673179201
"533",533,1,"alpha",0.0518489673179201
"534",534,1,"alpha",0.0518489673179201
"535",535,1,"alpha",0.0518489673179201
"536",536,1,"alpha",0.0518489673179201
"537",537,1,"alpha",0.0518489673179201
"538",538,1,"alpha",0.0518489673179201
"539",539,1,"alpha",0.0518489673179201
"540",540,1,"alpha",0.0518489673179201
"541",541,1,"alpha",0.0518489673179201
"542",542,1,"alpha",0.0518489673179201
"543",543,1,"alpha",0.0518489673179201
"544",544,1,"alpha",0.0518489673179201
"545",545,1,"alpha",0.0518489673179201
"546",546,1,"alpha",0.0518489673179201
"547",547,1,"alpha",0.0518489673179201
"548",548,1,"alpha",0.0518489673179201
"549",549,1,"alpha",0.0518489673179201
"550",550,1,"alpha",0.0518489673179201
"551",551,1,"alpha",0.0518489673179201
"552",552,1,"alpha",0.0518489673179201
"553",553,1,"alpha",0.0518489673179201
"554",554,1,"alpha",0.0518489673179201
"555",555,1,"alpha",0.0518489673179201
"556",556,1,"alpha",0.0518489673179201
"557",557,1,"alpha",0.0518489673179201
"558",558,1,"alpha",0.0518489673179201
"559",559,1,"alpha",0.0518489673179201
"560",560,1,"alpha",0.0518489673179201
"561",561,1,"alpha",0.0518489673179201
"562",562,1,"alpha",0.0518489673179201
"563",563,1,"alpha",0.0518489673179201
"564",564,1,"alpha",0.0518489673179201
"565",565,1,"alpha",0.0518489673179201
"566",566,1,"alpha",0.0518489673179201
"567",567,1,"alpha",0.0518489673179201
"568",568,1,"alpha",0.0518489673179201
"569",569,1,"alpha",0.0518489673179201
"570",570,1,"alpha",0.0518489673179201
"571",571,1,"alpha",0.0518489673179201
"572",572,1,"alpha",0.0518489673179201
"573",573,1,"alpha",0.0518489673179201
"574",574,1,"alpha",0.0518489673179201
"575",575,1,"alpha",0.0518489673179201
"576",576,1,"alpha",0.0518489673179201
"577",577,1,"alpha",0.0518489673179201
"578",578,1,"alpha",0.0518489673179201
"579",579,1,"alpha",0.0518489673179201
"580",580,1,"alpha",0.0518489673179201
"581",581,1,"alpha",0.0518489673179201
"582",582,1,"alpha",0.0518489673179201
"583",583,1,"alpha",0.0518489673179201
"584",584,1,"alpha",0.0518489673179201
"585",585,1,"alpha",0.0518489673179201
"586",586,1,"alpha",0.0518489673179201
"587",587,1,"alpha",0.0518489673179201
"588",588,1,"alpha",0.0518489673179201
"589",589,1,"alpha",0.0518489673179201
"590",590,1,"alpha",0.0518489673179201
"591",591,1,"alpha",0.0518489673179201
"592",592,1,"alpha",0.0579247735757944
"593",593,1,"alpha",0.0579247735757944
"594",594,1,"alpha",0.0579247735757944
"595",595,1,"alpha",0.0579247735757944
"596",596,1,"alpha",0.0579247735757944
"597",597,1,"alpha",0.0579247735757944
"598",598,1,"alpha",0.0579247735757944
"599",599,1,"alpha",0.0579247735757944
"600",600,1,"alpha",0.0579247735757944
"601",601,1,"alpha",0.0579247735757944
"602",602,1,"alpha",0.0579247735757944
"603",603,1,"alpha",0.0579247735757944
"604",604,1,"alpha",0.0579247735757944
"605",605,1,"alpha",0.0579247735757944
"606",606,1,"alpha",0.0579247735757944
"607",607,1,"alpha",0.0579247735757944
"608",608,1,"alpha",0.0579247735757944
"609",609,1,"alpha",0.0579247735757944
"610",610,1,"alpha",0.0579247735757944
"611",611,1,"alpha",0.0579247735757944
"612",612,1,"alpha",0.0579247735757944
"613",613,1,"alpha",0.0579247735757944
"614",614,1,"alpha",0.0579247735757944
"615",615,1,"alpha",0.0579247735757944
"616",616,1,"alpha",0.0579247735757944
"617",617,1,"alpha",0.0579247735757944
"618",618,1,"alpha",0.0579247735757944
"619",619,1,"alpha",0.0579247735757944
"620",620,1,"alpha",0.0579247735757944
"621",621,1,"alpha",0.0579247735757944
"622",622,1,"alpha",0.0579247735757944
"623",623,1,"alpha",0.0579247735757944
"624",624,1,"alpha",0.0579247735757944
"625",625,1,"alpha",0.0579247735757944
"626",626,1,"alpha",0.0579247735757944
"627",627,1,"alpha",0.0579247735757944
"628",628,1,"alpha",0.0579247735757944
"629",629,1,"alpha",0.0579247735757944
"630",630,1,"alpha",0.0579247735757944
"631",631,1,"alpha",0.0579247735757944
"632",632,1,"alpha",0.0579247735757944
"633",633,1,"alpha",0.0579247735757944
"634",634,1,"alpha",0.0579247735757944
"635",635,1,"alpha",0.0579247735757944
"636",636,1,"alpha",0.0579247735757944
"637",637,1,"alpha",0.0579247735757944
"638",638,1,"alpha",0.0579247735757944
"639",639,1,"alpha",0.0579247735757944
"640",640,1,"alpha",0.0579247735757944
"641",641,1,"alpha",0.0579247735757944
"642",642,1,"alpha",0.0579247735757944
"643",643,1,"alpha",0.0579247735757944
"644",644,1,"alpha",0.0579247735757944
"645",645,1,"alpha",0.0579247735757944
"646",646,1,"alpha",0.0579247735757944
"647",647,1,"alpha",0.0579247735757944
"648",648,1,"alpha",0.0579247735757944
"649",649,1,"alpha",0.0579247735757944
"650",650,1,"alpha",0.0579247735757944
"651",651,1,"alpha",0.0579247735757944
"652",652,1,"alpha",0.0579247735757944
"653",653,1,"alpha",0.0579247735757944
"654",654,1,"alpha",0.0579247735757944
"655",655,1,"alpha",0.0579247735757944
"656",656,1,"alpha",0.0633267853473565
"657",657,1,"alpha",0.0633267853473565
"658",658,1,"alpha",0.0633267853473565
"659",659,1,"alpha",0.0633267853473565
"660",660,1,"alpha",0.0633267853473565
"661",661,1,"alpha",0.0633267853473565
"662",662,1,"alpha",0.0633267853473565
"663",663,1,"alpha",0.0633267853473565
"664",664,1,"alpha",0.0633267853473565
