"","Iteration","Chain","Parameter","value"
"435",435,1,"alpha",0.138230303853198
"436",436,1,"alpha",0.138230303853198
"437",437,1,"alpha",0.138230303853198
"438",438,1,"alpha",0.138230303853198
"439",439,1,"alpha",0.138230303853198
"440",440,1,"alpha",0.138230303853198
"441",441,1,"alpha",0.138230303853198
"442",442,1,"alpha",0.138230303853198
"443",443,1,"alpha",0.138230303853198
"444",444,1,"alpha",0.138230303853198
"445",445,1,"alpha",0.138230303853198
"446",446,1,"alpha",0.138230303853198
"447",447,1,"alpha",0.138230303853198
"448",448,1,"alpha",0.138230303853198
"449",449,1,"alpha",0.138230303853198
"450",450,1,"alpha",0.138230303853198
"451",451,1,"alpha",0.138230303853198
"452",452,1,"alpha",0.138230303853198
"453",453,1,"alpha",0.138230303853198
"454",454,1,"alpha",0.138230303853198
"455",455,1,"alpha",0.138230303853198
"456",456,1,"alpha",0.138230303853198
"457",457,1,"alpha",0.138230303853198
"458",458,1,"alpha",0.138230303853198
"459",459,1,"alpha",0.138230303853198
"460",460,1,"alpha",0.355711676967743
"461",461,1,"alpha",0.355711676967743
"462",462,1,"alpha",0.355711676967743
"463",463,1,"alpha",0.191949440029985
"464",464,1,"alpha",0.191949440029985
"465",465,1,"alpha",0.191949440029985
"466",466,1,"alpha",0.191949440029985
"467",467,1,"alpha",0.149915481395328
"468",468,1,"alpha",0.149915481395328
"469",469,1,"alpha",0.149915481395328
"470",470,1,"alpha",0.149915481395328
"471",471,1,"alpha",0.149915481395328
"472",472,1,"alpha",0.149915481395328
"473",473,1,"alpha",0.149915481395328
"474",474,1,"alpha",0.149915481395328
"475",475,1,"alpha",0.149915481395328
"476",476,1,"alpha",0.149915481395328
"477",477,1,"alpha",0.149915481395328
"478",478,1,"alpha",0.149915481395328
"479",479,1,"alpha",0.149915481395328
"480",480,1,"alpha",0.149915481395328
"481",481,1,"alpha",0.149915481395328
"482",482,1,"alpha",0.149915481395328
"483",483,1,"alpha",0.164274683264935
"484",484,1,"alpha",0.164274683264935
"485",485,1,"alpha",0.164274683264935
"486",486,1,"alpha",0.164274683264935
"487",487,1,"alpha",0.164274683264935
"488",488,1,"alpha",0.164274683264935
"489",489,1,"alpha",0.164274683264935
"490",490,1,"alpha",0.164274683264935
"491",491,1,"alpha",0.164274683264935
"492",492,1,"alpha",0.164274683264935
"493",493,1,"alpha",0.164274683264935
"494",494,1,"alpha",0.164274683264935
"495",495,1,"alpha",0.164274683264935
"496",496,1,"alpha",0.164274683264935
"497",497,1,"alpha",0.164274683264935
"498",498,1,"alpha",0.164274683264935
"499",499,1,"alpha",0.164274683264935
"500",500,1,"alpha",0.164274683264935
"501",501,1,"alpha",0.164274683264935
"502",502,1,"alpha",0.164274683264935
"503",503,1,"alpha",0.164274683264935
"504",504,1,"alpha",0.164274683264935
"505",505,1,"alpha",0.164274683264935
"506",506,1,"alpha",0.164274683264935
"507",507,1,"alpha",0.164274683264935
"508",508,1,"alpha",0.164274683264935
"509",509,1,"alpha",0.164274683264935
"510",510,1,"alpha",0.164274683264935
"511",511,1,"alpha",0.164274683264935
"512",512,1,"alpha",0.164274683264935
"513",513,1,"alpha",0.164274683264935
"514",514,1,"alpha",0.164274683264935
"515",515,1,"alpha",0.164274683264935
"516",516,1,"alpha",0.164274683264935
"517",517,1,"alpha",0.164274683264935
"518",518,1,"alpha",0.164274683264935
"519",519,1,"alpha",0.164274683264935
"520",520,1,"alpha",0.164274683264935
"521",521,1,"alpha",0.164274683264935
"522",522,1,"alpha",0.164274683264935
"523",523,1,"alpha",0.164274683264935
"524",524,1,"alpha",0.164274683264935
"525",525,1,"alpha",0.164274683264935
"526",526,1,"alpha",0.164274683264935
"527",527,1,"alpha",0.164274683264935
"528",528,1,"alpha",0.164274683264935
"529",529,1,"alpha",0.164274683264935
"530",530,1,"alpha",0.164274683264935
"531",531,1,"alpha",0.164274683264935
"532",532,1,"alpha",0.164274683264935
"533",533,1,"alpha",0.164274683264935
"534",534,1,"alpha",0.164274683264935
"535",535,1,"alpha",0.164274683264935
"536",536,1,"alpha",0.164274683264935
"537",537,1,"alpha",0.164274683264935
"538",538,1,"alpha",0.164274683264935
"539",539,1,"alpha",0.164274683264935
"540",540,1,"alpha",0.164274683264935
"541",541,1,"alpha",0.164274683264935
"542",542,1,"alpha",0.164274683264935
"543",543,1,"alpha",0.164274683264935
"544",544,1,"alpha",0.164274683264935
"545",545,1,"alpha",0.164274683264935
"546",546,1,"alpha",0.164274683264935
"547",547,1,"alpha",0.164274683264935
"548",548,1,"alpha",0.164274683264935
"549",549,1,"alpha",0.164274683264935
"550",550,1,"alpha",0.164274683264935
"551",551,1,"alpha",0.164274683264935
"552",552,1,"alpha",0.164274683264935
"553",553,1,"alpha",0.164274683264935
"554",554,1,"alpha",0.164274683264935
"555",555,1,"alpha",0.164274683264935
"556",556,1,"alpha",0.164274683264935
"557",557,1,"alpha",0.164274683264935
"558",558,1,"alpha",0.164274683264935
"559",559,1,"alpha",0.164274683264935
"560",560,1,"alpha",0.035513309201666
"561",561,1,"alpha",0.035513309201666
"562",562,1,"alpha",0.035513309201666
"563",563,1,"alpha",0.035513309201666
"564",564,1,"alpha",0.035513309201666
"565",565,1,"alpha",0.035513309201666
"566",566,1,"alpha",0.035513309201666
"567",567,1,"alpha",0.035513309201666
"568",568,1,"alpha",0.035513309201666
"569",569,1,"alpha",0.035513309201666
"570",570,1,"alpha",0.035513309201666
"571",571,1,"alpha",0.035513309201666
"572",572,1,"alpha",0.035513309201666
"573",573,1,"alpha",0.035513309201666
"574",574,1,"alpha",0.035513309201666
"575",575,1,"alpha",0.035513309201666
"576",576,1,"alpha",0.035513309201666
"577",577,1,"alpha",0.035513309201666
"578",578,1,"alpha",0.035513309201666
"579",579,1,"alpha",0.035513309201666
"580",580,1,"alpha",0.035513309201666
"581",581,1,"alpha",0.035513309201666
"582",582,1,"alpha",0.035513309201666
"583",583,1,"alpha",0.035513309201666
"584",584,1,"alpha",0.035513309201666
"585",585,1,"alpha",0.035513309201666
"586",586,1,"alpha",0.035513309201666
"587",587,1,"alpha",0.035513309201666
"588",588,1,"alpha",0.035513309201666
"589",589,1,"alpha",0.035513309201666
"590",590,1,"alpha",0.035513309201666
"591",591,1,"alpha",0.035513309201666
"592",592,1,"alpha",0.035513309201666
"593",593,1,"alpha",0.035513309201666
"594",594,1,"alpha",0.035513309201666
"595",595,1,"alpha",0.035513309201666
"596",596,1,"alpha",0.035513309201666
"597",597,1,"alpha",0.035513309201666
"598",598,1,"alpha",0.035513309201666
"599",599,1,"alpha",0.035513309201666
"600",600,1,"alpha",0.035513309201666
"601",601,1,"alpha",0.035513309201666
"602",602,1,"alpha",0.035513309201666
"603",603,1,"alpha",0.035513309201666
"604",604,1,"alpha",0.035513309201666
"605",605,1,"alpha",0.035513309201666
"606",606,1,"alpha",0.035513309201666
"607",607,1,"alpha",0.035513309201666
"608",608,1,"alpha",0.035513309201666
"609",609,1,"alpha",0.035513309201666
"610",610,1,"alpha",0.035513309201666
"611",611,1,"alpha",0.035513309201666
"612",612,1,"alpha",0.035513309201666
"613",613,1,"alpha",0.035513309201666
"614",614,1,"alpha",0.035513309201666
"615",615,1,"alpha",0.035513309201666
"616",616,1,"alpha",0.035513309201666
"617",617,1,"alpha",0.035513309201666
"618",618,1,"alpha",0.035513309201666
"619",619,1,"alpha",0.035513309201666
"620",620,1,"alpha",0.035513309201666
"621",621,1,"alpha",0.035513309201666
"622",622,1,"alpha",0.035513309201666
"623",623,1,"alpha",0.035513309201666
"624",624,1,"alpha",0.035513309201666
"625",625,1,"alpha",0.035513309201666
"626",626,1,"alpha",0.035513309201666
"627",627,1,"alpha",0.035513309201666
"628",628,1,"alpha",0.035513309201666
"629",629,1,"alpha",0.035513309201666
"630",630,1,"alpha",0.035513309201666
"631",631,1,"alpha",0.035513309201666
"632",632,1,"alpha",0.035513309201666
"633",633,1,"alpha",0.035513309201666
"634",634,1,"alpha",0.035513309201666
"635",635,1,"alpha",0.035513309201666
"636",636,1,"alpha",0.035513309201666
"637",637,1,"alpha",0.035513309201666
"638",638,1,"alpha",0.035513309201666
"639",639,1,"alpha",0.035513309201666
"640",640,1,"alpha",0.035513309201666
"641",641,1,"alpha",0.035513309201666
"642",642,1,"alpha",0.035513309201666
"643",643,1,"alpha",0.035513309201666
"644",644,1,"alpha",0.035513309201666
"645",645,1,"alpha",0.035513309201666
"646",646,1,"alpha",0.035513309201666
"647",647,1,"alpha",0.035513309201666
"648",648,1,"alpha",0.035513309201666
"649",649,1,"alpha",0.035513309201666
"650",650,1,"alpha",0.035513309201666
"651",651,1,"alpha",0.035513309201666
"652",652,1,"alpha",0.035513309201666
"653",653,1,"alpha",0.035513309201666
"654",654,1,"alpha",0.035513309201666
"655",655,1,"alpha",0.035513309201666
"656",656,1,"alpha",0.035513309201666
"657",657,1,"alpha",0.035513309201666
"658",658,1,"alpha",0.035513309201666
"659",659,1,"alpha",0.035513309201666
"660",660,1,"alpha",0.035513309201666
"661",661,1,"alpha",0.035513309201666
"662",662,1,"alpha",0.035513309201666
"663",663,1,"alpha",0.035513309201666
"664",664,1,"alpha",0.035513309201666
"665",665,1,"alpha",0.035513309201666
"666",666,1,"alpha",0.035513309201666
"667",667,1,"alpha",0.035513309201666
"668",668,1,"alpha",0.035513309201666
"669",669,1,"alpha",0.035513309201666
"670",670,1,"alpha",0.035513309201666
"671",671,1,"alpha",0.035513309201666
"672",672,1,"alpha",0.035513309201666
"673",673,1,"alpha",0.035513309201666
"674",674,1,"alpha",0.035513309201666
"675",675,1,"alpha",0.035513309201666
"676",676,1,"alpha",0.035513309201666
"677",677,1,"alpha",0.035513309201666
"678",678,1,"alpha",0.035513309201666
"679",679,1,"alpha",0.035513309201666
"680",680,1,"alpha",0.035513309201666
"681",681,1,"alpha",0.035513309201666
"682",682,1,"alpha",0.035513309201666
"683",683,1,"alpha",0.035513309201666
"684",684,1,"alpha",0.035513309201666
"685",685,1,"alpha",0.0982880782600835
"686",686,1,"alpha",0.0982880782600835
"687",687,1,"alpha",0.0982880782600835
"688",688,1,"alpha",0.0982880782600835
"689",689,1,"alpha",0.0982880782600835
"690",690,1,"alpha",0.0982880782600835
"691",691,1,"alpha",0.0640071419811123
"692",692,1,"alpha",0.0640071419811123
"693",693,1,"alpha",0.0640071419811123
"694",694,1,"alpha",0.0640071419811123
